season,player_id,rec_context_targets,rec_avg_depth_target,rec_deep_targets,rec_short_targets,rec_left_targets,rec_middle_targets,rec_right_targets,rec_redzone_targets,rec_deep_target_rate,rec_short_target_rate,rec_left_target_rate,rec_middle_target_rate,rec_right_target_rate,rec_redzone_target_rate,rec_route_vertical,rec_route_hitch,rec_route_in_break,rec_route_out_break,rec_route_screen,rec_route_other
2025,00-0036040,102,7.578431372549019,18,39,33,20,49,8,0.17647058823529413,0.38235294117647056,0.3235294117647059,0.19607843137254902,0.4803921568627451,0.0784313725490196,0.14705882352941177,0.30392156862745096,0.12745098039215685,0.37254901960784315,0.049019607843137254,0
2025,00-0036133,12,14.583333333333334,3,1,6,2,4,0,0.25,0.08333333333333333,0.5,0.16666666666666666,0.3333333333333333,0,0.3333333333333333,0.25,0.25,0.16666666666666666,0,0
2025,00-0036139,50,-1.04,1,45,27,5,18,5,0.02,0.9,0.54,0.1,0.36,0.1,0.04081632653061224,0.08163265306122448,0.10204081632653061,0.2653061224489796,0.5102040816326531,0
2025,00-0036158,14,-2.142857142857143,0,14,7,1,6,0,0,1,0.5,0.07142857142857142,0.42857142857142855,0,0,0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0
2025,00-0036165,19,10.894736842105264,4,5,6,5,8,4,0.21052631578947367,0.2631578947368421,0.3157894736842105,0.2631578947368421,0.42105263157894735,0.21052631578947367,0.2631578947368421,0.15789473684210525,0.3684210526315789,0.21052631578947367,0,0
2025,00-0036176,4,23,3,0,1,0,3,0,0.75,0,0.25,0,0.75,0,0.75,0,0,0.25,0,0
2025,00-0036182,20,5.5,0,5,5,3,12,2,0,0.25,0.25,0.15,0.6,0.1,0.05,0.4,0.2,0.25,0.1,0
2025,00-0036187,3,11,1,1,0,0,2,1,0.3333333333333333,0.3333333333333333,0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0.6666666666666666,0,0
2025,00-0036196,18,8.833333333333334,5,7,7,2,9,6,0.2777777777777778,0.3888888888888889,0.3888888888888889,0.1111111111111111,0.5,0.3333333333333333,0.1111111111111111,0.05555555555555555,0.6666666666666666,0.16666666666666666,0,0
2025,00-0036223,56,-0.8181818181818182,1,54,21,6,28,5,0.017857142857142856,0.9642857142857143,0.375,0.10714285714285714,0.5,0.08928571428571429,0.017857142857142856,0.10714285714285714,0.10714285714285714,0.3392857142857143,0.42857142857142855,0
