feature,importance,importance_pct,position,family
roll3_team_carries,3191.9332766916377,0.486127695664353,QB,direct
season_week,3134.1311455831715,0.4773244988665266,QB,direct
opp_pos_residual_roll4,3098.399393302393,0.47188259488778544,QB,direct
roll3_ngs_air_yards,3040.931667735484,0.46313032766186507,QB,direct
qb_pressure_matchup,3001.1092306757264,0.4570654171874006,QB,direct
roll3_pass_td_rate,2922.9156843750093,0.44515663176366826,QB,direct
qb_pass_matchup,2913.5666089171723,0.44373277853274457,QB,direct
def_qb_hit_rate_roll4,2889.9454075194203,0.44013529725449724,QB,direct
roll3_pass_ypa,2849.4069444165325,0.4339613368531674,QB,direct
def_pass_success_allowed_roll4,2826.896364393594,0.43053300190815835,QB,direct
prior_yards_per_attempt,2719.4919184325104,0.4141754307144131,QB,direct
roll3_carries,2639.707855792174,0.40202441151695445,QB,direct
def_rush_epa_allowed_roll4,2559.015655502925,0.3897350840203106,QB,direct
expected_team_pass_rate,2549.7944619144105,0.38833070704814976,QB,direct
def_sack_rate_roll4,2532.025903181518,0.3856245763858414,QB,direct
season_pass_attempts_prior,2494.26461402788,0.3798735763208902,QB,direct
